Класс;Код Клиента;Квартал
частичные приверженцы;3093677441;01.07.2016
активные приверженцы;3093677441;01.10.2016
непостоянные приверженцы;3093677441;01.01.2017
непостоянные приверженцы;3093677441;01.04.2017
активные приверженцы;3093677441;01.07.2017
непостоянные приверженцы;3093677441;01.10.2017
непостоянные приверженцы;309413430;01.01.2016
активные приверженцы;309413430;01.04.2016
активные приверженцы;309413430;01.07.2016
непостоянные приверженцы;309413430;01.10.2016
непостоянные приверженцы;309413430;01.01.2017
непостоянные приверженцы;309413430;01.04.2017
непостоянные приверженцы;309413430;01.07.2017
активные приверженцы;309413430;01.10.2017
активные приверженцы;3094186746;01.01.2016
непостоянные приверженцы;3094186746;01.04.2016
активные приверженцы;3094186746;01.07.2016
активные приверженцы;3094186746;01.10.2016
непостоянные приверженцы;3094186746;01.01.2017
непостоянные приверженцы;3094186746;01.04.2017
без предпочтений;3094186746;01.07.2017
активные приверженцы;3094186746;01.10.2017
непостоянные приверженцы;3094196514;01.01.2016
активные приверженцы;3094196514;01.04.2016
непостоянные приверженцы;3094196514;01.07.2016
активные приверженцы;3094196514;01.10.2016
активные приверженцы;3094196514;01.01.2017
активные приверженцы;3094196514;01.04.2017
активные приверженцы;3094196514;01.07.2017
